year_month,year,month,destination_region,origin_country,passengers_total
2019-04-01,2019,4,Northeast,Luxemburgo,0
2019-04-01,2019,4,Northeast,República Dominicana,0
2019-04-01,2019,4,South,Argentina,13180
2019-04-01,2019,4,South,Peru,5810
2019-04-01,2019,4,South,Panamá,4079
2019-04-01,2019,4,South,Portugal,3249
2019-04-01,2019,4,South,Uruguai,3089
2019-04-01,2019,4,South,Chile,2030
2019-04-01,2019,4,South,Paraguai,430
2019-04-01,2019,4,South,Alemanha,0
2019-04-01,2019,4,South,Colômbia,0
2019-04-01,2019,4,South,Estados Unidos Da América,0
2019-04-01,2019,4,South,Luxemburgo,0
2019-04-01,2019,4,South,Senegal,0
2019-04-01,2019,4,Southeast,Estados Unidos Da América,143255
2019-04-01,2019,4,Southeast,Argentina,118177
2019-04-01,2019,4,Southeast,Chile,70493
2019-04-01,2019,4,Southeast,Portugal,46492
2019-04-01,2019,4,Southeast,Espanha,39452
2019-04-01,2019,4,Southeast,França,39286
2019-04-01,2019,4,Southeast,Itália,30191
2019-04-01,2019,4,Southeast,Panamá,28687
2019-04-01,2019,4,Southeast,Peru,25846
2019-04-01,2019,4,Southeast,Alemanha,25752
2019-04-01,2019,4,Southeast,Reino Unido,24936
2019-04-01,2019,4,Southeast,Uruguai,23065
2019-04-01,2019,4,Southeast,Colômbia,20433
2019-04-01,2019,4,Southeast,Holanda,17234
2019-04-01,2019,4,Southeast,Paraguai,14690
2019-04-01,2019,4,Southeast,Emirados Árabes Unidos,14638
2019-04-01,2019,4,Southeast,México,12743
2019-04-01,2019,4,Southeast,Suíça,10704
2019-04-01,2019,4,Southeast,Bolívia,9329
2019-04-01,2019,4,Southeast,África Do Sul,8627
2019-04-01,2019,4,Southeast,Canadá,7790
2019-04-01,2019,4,Southeast,Qatar,5682
2019-04-01,2019,4,Southeast,Turquia,4598
2019-04-01,2019,4,Southeast,Angola,4303
2019-04-01,2019,4,Southeast,Etiópia,4122
2019-04-01,2019,4,Southeast,Marrocos,3510
2019-04-01,2019,4,Southeast,Israel,2543
2019-04-01,2019,4,Southeast,Equador,1370
2019-04-01,2019,4,Southeast,República Dominicana,1310
2019-04-01,2019,4,Southeast,China,1125
2019-04-01,2019,4,Southeast,Martinica,171
2019-04-01,2019,4,Southeast,Venezuela,52
2019-04-01,2019,4,Southeast,Bélgica,0
2019-04-01,2019,4,Southeast,Cabo Verde,0
2019-04-01,2019,4,Southeast,Coreia Do Sul,0
2019-04-01,2019,4,Southeast,Costa Rica,0
2019-04-01,2019,4,Southeast,Luxemburgo,0
2019-04-01,2019,4,Southeast,Nigéria,0
2019-04-01,2019,4,Southeast,Não Identificado,0
2019-04-01,2019,4,Southeast,Porto Rico,0
2019-04-01,2019,4,Southeast,Senegal,0
2019-05-01,2019,5,Central-West,Estados Unidos Da América,14208
2019-05-01,2019,5,Central-West,Portugal,5710
2019-05-01,2019,5,Central-West,Panamá,4322
2019-05-01,2019,5,Central-West,Argentina,3858
2019-05-01,2019,5,Central-West,República Dominicana,991
2019-05-01,2019,5,Central-West,Cabo Verde,0
2019-05-01,2019,5,Central-West,Chile,0
2019-05-01,2019,5,Central-West,Holanda,0
2019-05-01,2019,5,North,Estados Unidos Da América,6020
2019-05-01,2019,5,North,Suriname,1265
2019-05-01,2019,5,North,Panamá,1107
2019-05-01,2019,5,North,Portugal,887
2019-05-01,2019,5,North,Venezuela,367
2019-05-01,2019,5,North,Guiana Francesa,260
2019-05-01,2019,5,North,Argentina,224
2019-05-01,2019,5,North,Colômbia,0
2019-05-01,2019,5,North,Luxemburgo,0
2019-05-01,2019,5,Northeast,Portugal,19311
2019-05-01,2019,5,Northeast,Estados Unidos Da América,8965
2019-05-01,2019,5,Northeast,Argentina,7546
2019-05-01,2019,5,Northeast,Espanha,4182
2019-05-01,2019,5,Northeast,Holanda,2977
2019-05-01,2019,5,Northeast,França,2242
2019-05-01,2019,5,Northeast,Panamá,2080
2019-05-01,2019,5,Northeast,Alemanha,1365
2019-05-01,2019,5,Northeast,Cabo Verde,1003
2019-05-01,2019,5,Northeast,Uruguai,522
2019-05-01,2019,5,Northeast,Guiana Francesa,330
2019-05-01,2019,5,Northeast,Luxemburgo,0
2019-05-01,2019,5,Northeast,Paraguai,0
2019-05-01,2019,5,Northeast,República Dominicana,0
2019-05-01,2019,5,South,Argentina,11067
2019-05-01,2019,5,South,Peru,6260
2019-05-01,2019,5,South,Panamá,4563
2019-05-01,2019,5,South,Portugal,3678
2019-05-01,2019,5,South,Uruguai,2367
2019-05-01,2019,5,South,Chile,2071
2019-05-01,2019,5,South,Paraguai,303
2019-05-01,2019,5,South,Alemanha,0
2019-05-01,2019,5,South,Colômbia,0
2019-05-01,2019,5,South,Estados Unidos Da América,0
2019-05-01,2019,5,South,Luxemburgo,0
2019-05-01,2019,5,Southeast,Estados Unidos Da América,166412
2019-05-01,2019,5,Southeast,Argentina,111716
2019-05-01,2019,5,Southeast,Chile,70142
2019-05-01,2019,5,Southeast,Portugal,54805
2019-05-01,2019,5,Southeast,Espanha,41728
2019-05-01,2019,5,Southeast,França,39807
2019-05-01,2019,5,Southeast,Panamá,33181
2019-05-01,2019,5,Southeast,Itália,28828
2019-05-01,2019,5,Southeast,Peru,28482
2019-05-01,2019,5,Southeast,Alemanha,26135
2019-05-01,2019,5,Southeast,Reino Unido,24966
2019-05-01,2019,5,Southeast,Colômbia,23861
2019-05-01,2019,5,Southeast,Uruguai,21658
2019-05-01,2019,5,Southeast,Holanda,16881
2019-05-01,2019,5,Southeast,Emirados Árabes Unidos,14327
2019-05-01,2019,5,Southeast,Paraguai,13032
2019-05-01,2019,5,Southeast,México,12202
2019-05-01,2019,5,Southeast,Suíça,10394
2019-05-01,2019,5,Southeast,África Do Sul,8772
2019-05-01,2019,5,Southeast,Canadá,8628
2019-05-01,2019,5,Southeast,Bolívia,8274
2019-05-01,2019,5,Southeast,Qatar,5968
2019-05-01,2019,5,Southeast,Turquia,5491
2019-05-01,2019,5,Southeast,Etiópia,4488
2019-05-01,2019,5,Southeast,Angola,4150
2019-05-01,2019,5,Southeast,Marrocos,3679
2019-05-01,2019,5,Southeast,Israel,2411
2019-05-01,2019,5,Southeast,República Dominicana,1509
2019-05-01,2019,5,Southeast,Equador,1125
2019-05-01,2019,5,Southeast,China,1015
2019-05-01,2019,5,Southeast,Venezuela,60
2019-05-01,2019,5,Southeast,Bélgica,0
2019-05-01,2019,5,Southeast,Cabo Verde,0
2019-05-01,2019,5,Southeast,Coreia Do Sul,0
2019-05-01,2019,5,Southeast,Luxemburgo,0
2019-05-01,2019,5,Southeast,Nigéria,0
2019-05-01,2019,5,Southeast,Porto Rico,0
2019-05-01,2019,5,Southeast,Senegal,0
2019-06-01,2019,6,Central-West,Estados Unidos Da América,12549
2019-06-01,2019,6,Central-West,Portugal,5769
2019-06-01,2019,6,Central-West,Panamá,3573
2019-06-01,2019,6,Central-West,Argentina,3473
2019-06-01,2019,6,Central-West,México,7
2019-06-01,2019,6,Central-West,Bélgica,0
2019-06-01,2019,6,Central-West,Cabo Verde,0
2019-06-01,2019,6,Central-West,Chile,0
2019-06-01,2019,6,Central-West,Equador,0
2019-06-01,2019,6,Central-West,Holanda,0
2019-06-01,2019,6,Central-West,Luxemburgo,0
2019-06-01,2019,6,Central-West,República Dominicana,0
2019-06-01,2019,6,North,Estados Unidos Da América,5550
2019-06-01,2019,6,North,Portugal,2135
2019-06-01,2019,6,North,Suriname,1255
2019-06-01,2019,6,North,Panamá,997
2019-06-01,2019,6,North,Guiana Francesa,362
2019-06-01,2019,6,North,Argentina,321
2019-06-01,2019,6,North,Venezuela,312
2019-06-01,2019,6,North,Chile,0
2019-06-01,2019,6,North,Luxemburgo,0
2019-06-01,2019,6,North,México,0
2019-06-01,2019,6,Northeast,Portugal,23004
2019-06-01,2019,6,Northeast,Estados Unidos Da América,10586
2019-06-01,2019,6,Northeast,Argentina,9207
2019-06-01,2019,6,Northeast,Espanha,6317
2019-06-01,2019,6,Northeast,Holanda,2965
2019-06-01,2019,6,Northeast,França,2821
2019-06-01,2019,6,Northeast,Alemanha,1918
2019-06-01,2019,6,Northeast,Cabo Verde,1862
2019-06-01,2019,6,Northeast,Panamá,1411
2019-06-01,2019,6,Northeast,Uruguai,691
2019-06-01,2019,6,Northeast,Guiana Francesa,474
2019-06-01,2019,6,Northeast,Luxemburgo,0
2019-06-01,2019,6,Northeast,República Dominicana,0
2019-06-01,2019,6,Northeast,Senegal,0
2019-06-01,2019,6,South,Argentina,11342
2019-06-01,2019,6,South,Peru,4817
2019-06-01,2019,6,South,Panamá,4265
2019-06-01,2019,6,South,Portugal,3753
2019-06-01,2019,6,South,Uruguai,3040
2019-06-01,2019,6,South,Chile,1724
2019-06-01,2019,6,South,Paraguai,360
2019-06-01,2019,6,South,Alemanha,0
2019-06-01,2019,6,South,Estados Unidos Da América,0
2019-06-01,2019,6,South,Luxemburgo,0
2019-06-01,2019,6,South,Mali,0
2019-06-01,2019,6,Southeast,Estados Unidos Da América,158901
2019-06-01,2019,6,Southeast,Argentina,106655
2019-06-01,2019,6,Southeast,Chile,75612
2019-06-01,2019,6,Southeast,Portugal,66226
2019-06-01,2019,6,Southeast,Espanha,44206
2019-06-01,2019,6,Southeast,França,39563
2019-06-01,2019,6,Southeast,Panamá,32659
2019-06-01,2019,6,Southeast,Itália,30538
2019-06-01,2019,6,Southeast,Alemanha,29339
2019-06-01,2019,6,Southeast,Reino Unido,28698
2019-06-01,2019,6,Southeast,Peru,26610
2019-06-01,2019,6,Southeast,Colômbia,22836
2019-06-01,2019,6,Southeast,Uruguai,22477
2019-06-01,2019,6,Southeast,Holanda,19207
2019-06-01,2019,6,Southeast,Emirados Árabes Unidos,14069
2019-06-01,2019,6,Southeast,Paraguai,12262
2019-06-01,2019,6,Southeast,México,11471
2019-06-01,2019,6,Southeast,Suíça,10499
2019-06-01,2019,6,Southeast,Bolívia,9879
2019-06-01,2019,6,Southeast,África Do Sul,8634
2019-06-01,2019,6,Southeast,Canadá,8148
2019-06-01,2019,6,Southeast,Qatar,6133
2019-06-01,2019,6,Southeast,Turquia,5638
2019-06-01,2019,6,Southeast,Marrocos,4777
2019-06-01,2019,6,Southeast,Etiópia,4009
2019-06-01,2019,6,Southeast,Angola,3708
2019-06-01,2019,6,Southeast,Israel,2551
2019-06-01,2019,6,Southeast,República Dominicana,2173
2019-06-01,2019,6,Southeast,Equador,1114
2019-06-01,2019,6,Southeast,China,866
2019-06-01,2019,6,Southeast,Bélgica,0
2019-06-01,2019,6,Southeast,Cabo Verde,0
2019-06-01,2019,6,Southeast,Coreia Do Sul,0
2019-06-01,2019,6,Southeast,Ilhas Feroé,0
2019-06-01,2019,6,Southeast,Luxemburgo,0
2019-06-01,2019,6,Southeast,Mali,0
2019-06-01,2019,6,Southeast,Nigéria,0
2019-06-01,2019,6,Southeast,Porto Rico,0
2019-06-01,2019,6,Southeast,República Tcheca,0
2019-06-01,2019,6,Southeast,Senegal,0
2019-06-01,2019,6,Southeast,Suriname,0
2019-07-01,2019,7,Central-West,Estados Unidos Da América,10718
2019-07-01,2019,7,Central-West,Portugal,7302
2019-07-01,2019,7,Central-West,Argentina,4684
2019-07-01,2019,7,Central-West,Panamá,4473
2019-07-01,2019,7,Central-West,México,2430
2019-07-01,2019,7,Central-West,Cabo Verde,0
2019-07-01,2019,7,Central-West,Chile,0
2019-07-01,2019,7,Central-West,Equador,0
2019-07-01,2019,7,Central-West,Holanda,0
2019-07-01,2019,7,Central-West,República Dominicana,0
2019-07-01,2019,7,North,Estados Unidos Da América,7831
2019-07-01,2019,7,North,Portugal,2802
2019-07-01,2019,7,North,Panamá,1530
2019-07-01,2019,7,North,Suriname,1462
2019-07-01,2019,7,North,Venezuela,496
2019-07-01,2019,7,North,Argentina,490
2019-07-01,2019,7,North,Guiana Francesa,450
2019-07-01,2019,7,North,Costa Rica,0
2019-07-01,2019,7,North,Luxemburgo,0
2019-07-01,2019,7,North,México,0
2019-07-01,2019,7,North,República Dominicana,0
2019-07-01,2019,7,Northeast,Portugal,29257
2019-07-01,2019,7,Northeast,Estados Unidos Da América,16562
2019-07-01,2019,7,Northeast,Argentina,10722
2019-07-01,2019,7,Northeast,Espanha,7469
2019-07-01,2019,7,Northeast,Cabo Verde,5654
2019-07-01,2019,7,Northeast,Holanda,4496
2019-07-01,2019,7,Northeast,França,3340
2019-07-01,2019,7,Northeast,Alemanha,2091
2019-07-01,2019,7,Northeast,Panamá,1975
2019-07-01,2019,7,Northeast,Chile,620
2019-07-01,2019,7,Northeast,Uruguai,592
2019-07-01,2019,7,Northeast,Guiana Francesa,445
2019-07-01,2019,7,Northeast,República Dominicana,0
2019-07-01,2019,7,South,Argentina,12929
2019-07-01,2019,7,South,Peru,6131
2019-07-01,2019,7,South,Portugal,4609
2019-07-01,2019,7,South,Panamá,3939
2019-07-01,2019,7,South,Uruguai,3390
2019-07-01,2019,7,South,Chile,2086
2019-07-01,2019,7,South,Paraguai,529
2019-07-01,2019,7,South,Alemanha,0
2019-07-01,2019,7,South,Costa Rica,0
2019-07-01,2019,7,South,Estados Unidos Da América,0
2019-07-01,2019,7,South,Luxemburgo,0
2019-07-01,2019,7,Southeast,Estados Unidos Da América,171492
2019-07-01,2019,7,Southeast,Argentina,148698
2019-07-01,2019,7,Southeast,Chile,99876
2019-07-01,2019,7,Southeast,Portugal,77125
2019-07-01,2019,7,Southeast,Espanha,47895
2019-07-01,2019,7,Southeast,França,43986
2019-07-01,2019,7,Southeast,Panamá,36296
2019-07-01,2019,7,Southeast,Itália,32385
2019-07-01,2019,7,Southeast,Reino Unido,31695
2019-07-01,2019,7,Southeast,Alemanha,30625
2019-07-01,2019,7,Southeast,Peru,28560
2019-07-01,2019,7,Southeast,Uruguai,22628
2019-07-01,2019,7,Southeast,Colômbia,22372
2019-07-01,2019,7,Southeast,Emirados Árabes Unidos,19919
2019-07-01,2019,7,Southeast,Holanda,19738
2019-07-01,2019,7,Southeast,Paraguai,17790
2019-07-01,2019,7,Southeast,México,12690
2019-07-01,2019,7,Southeast,Suíça,12035
2019-07-01,2019,7,Southeast,Bolívia,10424
2019-07-01,2019,7,Southeast,África Do Sul,9985
2019-07-01,2019,7,Southeast,Canadá,9228
2019-07-01,2019,7,Southeast,Marrocos,8111
2019-07-01,2019,7,Southeast,Turquia,7305
2019-07-01,2019,7,Southeast,Qatar,6500
2019-07-01,2019,7,Southeast,Angola,5029
2019-07-01,2019,7,Southeast,Etiópia,4545
2019-07-01,2019,7,Southeast,República Dominicana,2972
2019-07-01,2019,7,Southeast,Israel,2681
2019-07-01,2019,7,Southeast,Equador,1617
2019-07-01,2019,7,Southeast,China,700
2019-07-01,2019,7,Southeast,Bélgica,0
2019-07-01,2019,7,Southeast,Cabo Verde,0
2019-07-01,2019,7,Southeast,Coreia Do Sul,0
2019-07-01,2019,7,Southeast,Ilhas Feroé,0
2019-07-01,2019,7,Southeast,Irlanda,0
2019-07-01,2019,7,Southeast,Luxemburgo,0
2019-07-01,2019,7,Southeast,Nigéria,0
2019-07-01,2019,7,Southeast,Porto Rico,0
2019-07-01,2019,7,Southeast,Senegal,0
2019-08-01,2019,8,Central-West,Estados Unidos Da América,10088
2019-08-01,2019,8,Central-West,Portugal,5860
2019-08-01,2019,8,Central-West,Panamá,4020
2019-08-01,2019,8,Central-West,Argentina,3976
2019-08-01,2019,8,Central-West,México,1775
2019-08-01,2019,8,Central-West,Cabo Verde,0
2019-08-01,2019,8,Central-West,Chile,0
2019-08-01,2019,8,Central-West,Holanda,0
2019-08-01,2019,8,Central-West,República Dominicana,0
2019-08-01,2019,8,North,Estados Unidos Da América,6166
2019-08-01,2019,8,North,Portugal,2768
2019-08-01,2019,8,North,Suriname,1854
2019-08-01,2019,8,North,Panamá,1064
2019-08-01,2019,8,North,Venezuela,607
2019-08-01,2019,8,North,Guiana Francesa,317
2019-08-01,2019,8,North,Argentina,273
2019-08-01,2019,8,North,Luxemburgo,0
2019-08-01,2019,8,North,México,0
2019-08-01,2019,8,Northeast,Portugal,25015
2019-08-01,2019,8,Northeast,Estados Unidos Da América,12219
2019-08-01,2019,8,Northeast,Argentina,11425
2019-08-01,2019,8,Northeast,Espanha,6828
2019-08-01,2019,8,Northeast,Cabo Verde,4371
2019-08-01,2019,8,Northeast,Holanda,3833
2019-08-01,2019,8,Northeast,França,2705
2019-08-01,2019,8,Northeast,Panamá,1695
2019-08-01,2019,8,Northeast,Alemanha,1679
2019-08-01,2019,8,Northeast,Uruguai,721
2019-08-01,2019,8,Northeast,Chile,667
2019-08-01,2019,8,Northeast,Guiana Francesa,483
2019-08-01,2019,8,Northeast,Ilhas Canárias,221
2019-08-01,2019,8,Northeast,Luxemburgo,0
2019-08-01,2019,8,Northeast,Paraguai,0
2019-08-01,2019,8,Northeast,República Dominicana,0
2019-08-01,2019,8,South,Argentina,12392
2019-08-01,2019,8,South,Peru,6221
2019-08-01,2019,8,South,Panamá,4478
2019-08-01,2019,8,South,Portugal,4209
2019-08-01,2019,8,South,Uruguai,2859
2019-08-01,2019,8,South,Chile,1955
2019-08-01,2019,8,South,Paraguai,313
2019-08-01,2019,8,South,Alemanha,0
2019-08-01,2019,8,South,Estados Unidos Da América,0
2019-08-01,2019,8,South,Luxemburgo,0
2019-08-01,2019,8,Southeast,Estados Unidos Da América,159119
2019-08-01,2019,8,Southeast,Argentina,123051
2019-08-01,2019,8,Southeast,Chile,91791
2019-08-01,2019,8,Southeast,Portugal,68197
2019-08-01,2019,8,Southeast,Espanha,43677
2019-08-01,2019,8,Southeast,França,37375
2019-08-01,2019,8,Southeast,Panamá,31853
2019-08-01,2019,8,Southeast,Alemanha,30941
2019-08-01,2019,8,Southeast,Reino Unido,29607
2019-08-01,2019,8,Southeast,Itália,29439
2019-08-01,2019,8,Southeast,Peru,27399
2019-08-01,2019,8,Southeast,Uruguai,23293
2019-08-01,2019,8,Southeast,Colômbia,22958
2019-08-01,2019,8,Southeast,Holanda,18008
2019-08-01,2019,8,Southeast,Emirados Árabes Unidos,16161
2019-08-01,2019,8,Southeast,Paraguai,14117
2019-08-01,2019,8,Southeast,Suíça,11720
2019-08-01,2019,8,Southeast,México,11399
2019-08-01,2019,8,Southeast,África Do Sul,11257
2019-08-01,2019,8,Southeast,Bolívia,10648
2019-08-01,2019,8,Southeast,Canadá,8146
2019-08-01,2019,8,Southeast,Turquia,6454
2019-08-01,2019,8,Southeast,Qatar,6215
2019-08-01,2019,8,Southeast,Marrocos,5919
2019-08-01,2019,8,Southeast,Angola,4782
2019-08-01,2019,8,Southeast,Etiópia,4413
2019-08-01,2019,8,Southeast,Israel,2658
2019-08-01,2019,8,Southeast,República Dominicana,1999
2019-08-01,2019,8,Southeast,Equador,1523
2019-08-01,2019,8,Southeast,China,578
2019-08-01,2019,8,Southeast,Bélgica,0
2019-08-01,2019,8,Southeast,Cabo Verde,0
2019-08-01,2019,8,Southeast,Coreia Do Sul,0
2019-08-01,2019,8,Southeast,Ilhas Feroé,0
2019-08-01,2019,8,Southeast,Luxemburgo,0
2019-08-01,2019,8,Southeast,Nigéria,0
2019-08-01,2019,8,Southeast,Porto Rico,0
2019-08-01,2019,8,Southeast,Senegal,0
2019-08-01,2019,8,Southeast,Togo,0
2019-08-01,2019,8,Southeast,Venezuela,0
2019-09-01,2019,9,Central-West,Estados Unidos Da América,9052
2019-09-01,2019,9,Central-West,Portugal,5169
2019-09-01,2019,9,Central-West,Argentina,3936
2019-09-01,2019,9,Central-West,Panamá,3348
2019-09-01,2019,9,Central-West,México,1043
2019-09-01,2019,9,Central-West,Porto Rico,111
2019-09-01,2019,9,Central-West,Cabo Verde,0
2019-09-01,2019,9,Central-West,Chile,0
2019-09-01,2019,9,Central-West,Holanda,0
2019-09-01,2019,9,Central-West,República Dominicana,0
2019-09-01,2019,9,North,Estados Unidos Da América,5206
2019-09-01,2019,9,North,Portugal,2521
2019-09-01,2019,9,North,Suriname,1936
2019-09-01,2019,9,North,Panamá,865
2019-09-01,2019,9,North,Venezuela,530
2019-09-01,2019,9,North,Argentina,413
2019-09-01,2019,9,North,Guiana Francesa,337
2019-09-01,2019,9,North,Equador,52
2019-09-01,2019,9,North,Chile,0
2019-09-01,2019,9,North,Luxemburgo,0
2019-09-01,2019,9,North,México,0
2019-09-01,2019,9,Northeast,Portugal,21034
2019-09-01,2019,9,Northeast,Argentina,14382
2019-09-01,2019,9,Northeast,Estados Unidos Da América,11080
2019-09-01,2019,9,Northeast,Espanha,5849
2019-09-01,2019,9,Northeast,Cabo Verde,3315
2019-09-01,2019,9,Northeast,Holanda,3245
2019-09-01,2019,9,Northeast,França,2367
2019-09-01,2019,9,Northeast,Alemanha,1885
2019-09-01,2019,9,Northeast,Panamá,1566
2019-09-01,2019,9,Northeast,Uruguai,835
2019-09-01,2019,9,Northeast,Chile,647
2019-09-01,2019,9,Northeast,Guiana Francesa,320
2019-09-01,2019,9,Northeast,Luxemburgo,0
2019-09-01,2019,9,Northeast,Paraguai,0
2019-09-01,2019,9,Northeast,República Dominicana,0
2019-09-01,2019,9,South,Argentina,11781
2019-09-01,2019,9,South,Peru,6029
2019-09-01,2019,9,South,Panamá,4021
2019-09-01,2019,9,South,Portugal,3725
2019-09-01,2019,9,South,Uruguai,3019
2019-09-01,2019,9,South,Chile,2170
2019-09-01,2019,9,South,Paraguai,205
2019-09-01,2019,9,South,Alemanha,0
2019-09-01,2019,9,South,Estados Unidos Da América,0
2019-09-01,2019,9,South,Luxemburgo,0
2019-09-01,2019,9,South,Senegal,0
2019-09-01,2019,9,Southeast,Estados Unidos Da América,146007
2019-09-01,2019,9,Southeast,Argentina,113452
2019-09-01,2019,9,Southeast,Chile,75710
2019-09-01,2019,9,Southeast,Portugal,65415
2019-09-01,2019,9,Southeast,Espanha,42135
2019-09-01,2019,9,Southeast,França,34370
2019-09-01,2019,9,Southeast,Alemanha,30712
2019-09-01,2019,9,Southeast,Panamá,30262
2019-09-01,2019,9,Southeast,Itália,30241
2019-09-01,2019,9,Southeast,Reino Unido,28023
2019-09-01,2019,9,Southeast,Peru,27295
2019-09-01,2019,9,Southeast,Uruguai,23050
2019-09-01,2019,9,Southeast,Colômbia,20561
2019-09-01,2019,9,Southeast,Holanda,18714
2019-09-01,2019,9,Southeast,Emirados Árabes Unidos,16109
2019-09-01,2019,9,Southeast,África Do Sul,12016
2019-09-01,2019,9,Southeast,Suíça,11586
2019-09-01,2019,9,Southeast,México,11263
2019-09-01,2019,9,Southeast,Paraguai,10980
2019-09-01,2019,9,Southeast,Bolívia,9388
2019-09-01,2019,9,Southeast,Canadá,8417
2019-09-01,2019,9,Southeast,Turquia,6222
2019-09-01,2019,9,Southeast,Qatar,5730
2019-09-01,2019,9,Southeast,Marrocos,4312
2019-09-01,2019,9,Southeast,Angola,3846
2019-09-01,2019,9,Southeast,Etiópia,3828
2019-09-01,2019,9,Southeast,Israel,2710
2019-09-01,2019,9,Southeast,Equador,1439
2019-09-01,2019,9,Southeast,República Dominicana,1430
2019-09-01,2019,9,Southeast,China,737
2019-09-01,2019,9,Southeast,Bélgica,0
2019-09-01,2019,9,Southeast,Cabo Verde,0
2019-09-01,2019,9,Southeast,Coreia Do Sul,0
2019-09-01,2019,9,Southeast,Ilhas Feroé,0
2019-09-01,2019,9,Southeast,Luxemburgo,0
2019-09-01,2019,9,Southeast,Nigéria,0
2019-09-01,2019,9,Southeast,Porto Rico,0
2019-09-01,2019,9,Southeast,Senegal,0
2019-09-01,2019,9,Southeast,Venezuela,0
2019-10-01,2019,10,Central-West,Estados Unidos Da América,9172
2019-10-01,2019,10,Central-West,Portugal,6376
2019-10-01,2019,10,Central-West,Panamá,4138
2019-10-01,2019,10,Central-West,Argentina,3725
2019-10-01,2019,10,Central-West,México,1476
2019-10-01,2019,10,Central-West,Chile,1129
2019-10-01,2019,10,Central-West,Cabo Verde,0
2019-10-01,2019,10,Central-West,Equador,0
2019-10-01,2019,10,Central-West,Holanda,0
2019-10-01,2019,10,Central-West,Peru,0
2019-10-01,2019,10,Central-West,República Dominicana,0
2019-10-01,2019,10,North,Estados Unidos Da América,5561
2019-10-01,2019,10,North,Portugal,2606
2019-10-01,2019,10,North,Panamá,1356
2019-10-01,2019,10,North,Suriname,1254
2019-10-01,2019,10,North,Venezuela,461
2019-10-01,2019,10,North,Guiana Francesa,331
2019-10-01,2019,10,North,Argentina,280
2019-10-01,2019,10,North,Colômbia,0
2019-10-01,2019,10,North,Equador,0
2019-10-01,2019,10,North,Luxemburgo,0
2019-10-01,2019,10,North,México,0
2019-10-01,2019,10,Northeast,Portugal,27046
2019-10-01,2019,10,Northeast,Argentina,10371
2019-10-01,2019,10,Northeast,Estados Unidos Da América,9877
2019-10-01,2019,10,Northeast,Espanha,6330
2019-10-01,2019,10,Northeast,Cabo Verde,4544
2019-10-01,2019,10,Northeast,Holanda,3456
2019-10-01,2019,10,Northeast,França,2938
2019-10-01,2019,10,Northeast,Panamá,1750
2019-10-01,2019,10,Northeast,Uruguai,560
2019-10-01,2019,10,Northeast,Guiana Francesa,445
2019-10-01,2019,10,Northeast,Chile,434
2019-10-01,2019,10,Northeast,Alemanha,0
2019-10-01,2019,10,Northeast,Colômbia,0
2019-10-01,2019,10,Northeast,Luxemburgo,0
2019-10-01,2019,10,Northeast,Paraguai,0
2019-10-01,2019,10,South,Argentina,10375
2019-10-01,2019,10,South,Peru,6467
2019-10-01,2019,10,South,Panamá,4166
2019-10-01,2019,10,South,Portugal,3814
2019-10-01,2019,10,South,Uruguai,3169
2019-10-01,2019,10,South,Chile,1776
2019-10-01,2019,10,South,Paraguai,163
2019-10-01,2019,10,South,Alemanha,0
2019-10-01,2019,10,South,Colômbia,0
2019-10-01,2019,10,South,Espanha,0
2019-10-01,2019,10,South,Estados Unidos Da América,0
2019-10-01,2019,10,South,Luxemburgo,0
2019-10-01,2019,10,South,Senegal,0
2019-10-01,2019,10,Southeast,Estados Unidos Da América,165087
2019-10-01,2019,10,Southeast,Argentina,108679
2019-10-01,2019,10,Southeast,Chile,64098
2019-10-01,2019,10,Southeast,Portugal,62516
2019-10-01,2019,10,Southeast,Espanha,43020
2019-10-01,2019,10,Southeast,França,37169
2019-10-01,2019,10,Southeast,Alemanha,31911
2019-10-01,2019,10,Southeast,Panamá,30980
2019-10-01,2019,10,Southeast,Reino Unido,30144
2019-10-01,2019,10,Southeast,Itália,29826
2019-10-01,2019,10,Southeast,Peru,27094
2019-10-01,2019,10,Southeast,Colômbia,21302
2019-10-01,2019,10,Southeast,Uruguai,21083
2019-10-01,2019,10,Southeast,Holanda,19554
2019-10-01,2019,10,Southeast,Emirados Árabes Unidos,17877
2019-10-01,2019,10,Southeast,Suíça,12477
2019-10-01,2019,10,Southeast,México,12163
2019-10-01,2019,10,Southeast,África Do Sul,11474
2019-10-01,2019,10,Southeast,Paraguai,10621
2019-10-01,2019,10,Southeast,Canadá,9239
2019-10-01,2019,10,Southeast,Bolívia,9209
2019-10-01,2019,10,Southeast,Turquia,6799
2019-10-01,2019,10,Southeast,Qatar,5511
2019-10-01,2019,10,Southeast,Marrocos,5422
2019-10-01,2019,10,Southeast,Angola,4321
2019-10-01,2019,10,Southeast,Etiópia,3708
2019-10-01,2019,10,Southeast,Israel,2593
2019-10-01,2019,10,Southeast,República Dominicana,1997
2019-10-01,2019,10,Southeast,China,1002
2019-10-01,2019,10,Southeast,Equador,517
2019-10-01,2019,10,Southeast,Bélgica,0
2019-10-01,2019,10,Southeast,Cabo Verde,0
2019-10-01,2019,10,Southeast,Coreia Do Sul,0
2019-10-01,2019,10,Southeast,Ilhas Feroé,0
2019-10-01,2019,10,Southeast,Luxemburgo,0
2019-10-01,2019,10,Southeast,Nigéria,0
